date,open,high,low,close,volume,change_percent,avg_vol_20d
1951-01-08,21.0,21.0,21.0,21.0,2780000,0.62,3054500.0
1951-01-09,21.12,21.12,21.12,21.12,3800000,0.57,3129000.0
1951-01-10,20.85,20.85,20.85,20.85,3270000,-1.28,3162500.0
1951-01-11,21.19,21.19,21.19,21.19,3490000,1.63,3230000.0
1951-01-12,21.11,21.11,21.11,21.11,2950000,-0.38,3276000.0
1951-01-15,21.3,21.3,21.3,21.3,2830000,0.9,3284500.0
1951-01-16,21.46,21.46,21.46,21.46,3740000,0.75,3350500.0
1951-01-17,21.55,21.55,21.55,21.55,3880000,0.42,3319500.0
1951-01-18,21.4,21.4,21.4,21.4,3490000,-0.7,3311500.0
1951-01-19,21.36,21.36,21.36,21.36,3170000,-0.19,3294500.0
1951-01-22,21.18,21.18,21.18,21.18,2570000,-0.84,3223500.0
1951-01-23,21.26,21.26,21.26,21.26,2080000,0.38,3191500.0
1951-01-24,21.16,21.16,21.16,21.16,1990000,-0.47,3158000.0
1951-01-25,21.03,21.03,21.03,21.03,2520000,-0.61,3137000.0
1951-01-26,21.26,21.26,21.26,21.26,2230000,1.09,3070500.0
1951-01-29,21.67,21.67,21.67,21.67,2630000,1.93,3030000.0
1951-01-30,21.74,21.74,21.74,21.74,2480000,0.32,3002500.0
1951-01-31,21.66,21.66,21.66,21.66,2340000,-0.37,2951000.0
1951-02-01,21.77,21.77,21.77,21.77,2380000,0.51,2900500.0
1951-02-02,21.96,21.96,21.96,21.96,3030000,0.87,2882500.0
1951-02-05,22.2,22.2,22.2,22.2,2680000,1.09,2877500.0
1951-02-06,22.12,22.12,22.12,22.12,2370000,-0.36,2806000.0
1951-02-07,21.99,21.99,21.99,21.99,2020000,-0.59,2743500.0
1951-02-08,22.09,22.09,22.09,22.09,2120000,0.45,2675000.0
1951-02-09,22.17,22.17,22.17,22.17,2550000,0.36,2655000.0
1951-02-13,22.18,22.18,22.18,22.18,2400000,0.05,2633500.0
1951-02-14,22.12,22.12,22.12,22.12,2050000,-0.27,2549000.0
1951-02-15,22.0,22.0,22.0,22.0,1700000,-0.54,2440000.0
1951-02-16,22.13,22.13,22.13,22.13,1860000,0.59,2358500.0
1951-02-19,21.83,21.83,21.83,21.83,1910000,-1.36,2295500.0
1951-02-20,21.79,21.79,21.79,21.79,2010000,-0.18,2267500.0
1951-02-21,21.86,21.86,21.86,21.86,1670000,0.32,2247000.0
1951-02-23,21.92,21.92,21.92,21.92,1540000,0.27,2224500.0
1951-02-26,21.93,21.93,21.93,21.93,1650000,0.05,2181000.0
1951-02-27,21.76,21.76,21.76,21.76,1680000,-0.78,2153500.0
1951-02-28,21.8,21.8,21.8,21.8,1640000,0.18,2104000.0
1951-03-01,21.85,21.85,21.85,21.85,1610000,0.23,2060500.0
1951-03-02,21.93,21.93,21.93,21.93,1570000,0.37,2022000.0
1951-03-05,21.79,21.79,21.79,21.79,1690000,-0.64,1987500.0
1951-03-06,21.79,21.79,21.79,21.79,1490000,0.0,1910500.0
1951-03-07,21.86,21.86,21.86,21.86,1770000,0.32,1865000.0
1951-03-08,21.95,21.95,21.95,21.95,1440000,0.41,1818500.0
1951-03-09,21.95,21.95,21.95,21.95,1610000,0.0,1798000.0
1951-03-12,21.7,21.7,21.7,21.7,1640000,-1.14,1774000.0
1951-03-13,21.41,21.41,21.41,21.41,2330000,-1.34,1763000.0
1951-03-14,21.25,21.25,21.25,21.25,2110000,-0.75,1748500.0
1951-03-15,21.29,21.29,21.29,21.29,2070000,0.19,1749500.0
1951-03-16,21.64,21.64,21.64,21.64,1660000,1.64,1747500.0
1951-03-19,21.56,21.56,21.56,21.56,1120000,-0.37,1710500.0
1951-03-20,21.52,21.52,21.52,21.52,1020000,-0.19,1666000.0
1951-03-21,21.64,21.64,21.64,21.64,1310000,0.56,1631000.0
1951-03-22,21.73,21.73,21.73,21.73,1290000,0.42,1612000.0
1951-03-26,21.53,21.53,21.53,21.53,1230000,-0.92,1596500.0
1951-03-27,21.51,21.51,21.51,21.51,1250000,-0.09,1576500.0
1951-03-28,21.26,21.26,21.26,21.26,1770000,-1.16,1581000.0
1951-03-29,21.33,21.33,21.33,21.33,1300000,0.33,1564000.0
1951-03-30,21.48,21.48,21.48,21.48,1150000,0.7,1541000.0
1951-04-02,21.32,21.32,21.32,21.32,1280000,-0.74,1526500.0
1951-04-03,21.26,21.26,21.26,21.26,1220000,-0.28,1503000.0
1951-04-04,21.4,21.4,21.4,21.4,1300000,0.66,1493500.0
1951-04-05,21.69,21.69,21.69,21.69,1790000,1.36,1494500.0
1951-04-06,21.72,21.72,21.72,21.72,1450000,0.14,1495000.0
1951-04-09,21.68,21.68,21.68,21.68,1110000,-0.18,1470000.0
1951-04-10,21.65,21.65,21.65,21.65,1280000,-0.14,1452000.0
1951-04-11,21.64,21.64,21.64,21.64,1420000,-0.05,1406500.0
1951-04-12,21.83,21.83,21.83,21.83,1530000,0.88,1377500.0
1951-04-13,22.09,22.09,22.09,22.09,2120000,1.19,1380000.0
1951-04-16,22.04,22.04,22.04,22.04,1730000,-0.23,1383500.0
1951-04-17,22.09,22.09,22.09,22.09,1470000,0.23,1401000.0
1951-04-18,22.13,22.13,22.13,22.13,1780000,0.18,1439000.0
1951-04-19,22.04,22.04,22.04,22.04,1520000,-0.41,1449500.0
1951-04-20,22.04,22.04,22.04,22.04,940000,0.0,1432000.0
1951-04-23,22.05,22.05,22.05,22.05,1160000,0.05,1428500.0
1951-04-24,21.96,21.96,21.96,21.96,1420000,-0.41,1437000.0
1951-04-25,21.97,21.97,21.97,21.97,1520000,0.05,1424500.0
1951-04-26,22.16,22.16,22.16,22.16,1800000,0.86,1449500.0
1951-04-27,22.39,22.39,22.39,22.39,2120000,1.04,1498000.0
1951-04-30,22.43,22.43,22.43,22.43,1790000,0.18,1523500.0
1951-05-01,22.53,22.53,22.53,22.53,1760000,0.45,1550500.0
1951-05-02,22.62,22.62,22.62,22.62,1900000,0.4,1580500.0
1951-05-03,22.81,22.81,22.81,22.81,2060000,0.84,1594000.0
1951-05-04,22.77,22.77,22.77,22.77,2050000,-0.18,1624000.0
1951-05-07,22.63,22.63,22.63,22.63,1580000,-0.61,1647500.0
1951-05-08,22.61,22.61,22.61,22.61,1600000,-0.09,1663500.0
1951-05-09,22.64,22.64,22.64,22.64,1960000,0.13,1690500.0
1951-05-10,22.51,22.51,22.51,22.51,1660000,-0.57,1697000.0
1951-05-11,22.33,22.33,22.33,22.33,1640000,-0.8,1673000.0
1951-05-14,22.18,22.18,22.18,22.18,1250000,-0.67,1649000.0
1951-05-15,21.76,21.76,21.76,21.76,2020000,-1.89,1676500.0
1951-05-16,21.69,21.69,21.69,21.69,1660000,-0.32,1670500.0
1951-05-17,21.91,21.91,21.91,21.91,1370000,1.01,1663000.0
1951-05-18,21.51,21.51,21.51,21.51,1660000,-1.83,1699000.0
1951-05-21,21.46,21.46,21.46,21.46,1580000,-0.23,1720000.0
1951-05-22,21.36,21.36,21.36,21.36,1440000,-0.47,1721000.0
1951-05-23,21.16,21.16,21.16,21.16,1540000,-0.94,1722000.0
1951-05-24,21.05,21.05,21.05,21.05,2580000,-0.52,1761000.0
1951-05-25,21.03,21.03,21.03,21.03,1210000,-0.1,1715500.0
1951-05-28,21.21,21.21,21.21,21.21,1240000,0.86,1688000.0
1951-05-29,21.35,21.35,21.35,21.35,1190000,0.66,1659500.0
1951-05-31,21.52,21.52,21.52,21.52,1220000,0.8,1625500.0
1951-06-01,21.48,21.48,21.48,21.48,9810000,-0.19,2013000.0
1951-06-04,21.24,21.24,21.24,21.24,1100000,-1.12,1965500.0
1951-06-05,21.33,21.33,21.33,21.33,1180000,0.42,1945500.0
1951-06-06,21.48,21.48,21.48,21.48,1200000,0.7,1925500.0
1951-06-07,21.56,21.56,21.56,21.56,1340000,0.37,1894500.0
1951-06-08,21.49,21.49,21.49,21.49,1000000,-0.32,1861500.0
1951-06-11,21.61,21.61,21.61,21.61,1220000,0.56,1840500.0
1951-06-12,21.52,21.52,21.52,21.52,1200000,-0.42,1838000.0
1951-06-13,21.55,21.55,21.55,21.55,1060000,0.14,1790000.0
1951-06-14,21.84,21.84,21.84,21.84,1300000,1.35,1772000.0
1951-06-15,22.04,22.04,22.04,22.04,1370000,0.92,1772000.0
1951-06-18,22.05,22.05,22.05,22.05,1050000,0.05,1741500.0
1951-06-19,22.02,22.02,22.02,22.02,1100000,-0.14,1717500.0
1951-06-20,21.91,21.91,21.91,21.91,1120000,-0.5,1701500.0
1951-06-21,21.78,21.78,21.78,21.78,1100000,-0.59,1679500.0
1951-06-22,21.55,21.55,21.55,21.55,1340000,-1.06,1617500.0
1951-06-25,21.29,21.29,21.29,21.29,2440000,-1.21,1679000.0
1951-06-26,21.3,21.3,21.3,21.3,1260000,0.05,1680000.0
1951-06-27,21.37,21.37,21.37,21.37,1360000,0.33,1688500.0
1951-06-28,21.1,21.1,21.1,21.1,1940000,-1.26,1724500.0
1951-06-29,20.96,20.96,20.96,20.96,1730000,-0.66,1320500.0
1951-07-02,21.1,21.1,21.1,21.1,1350000,0.67,1333000.0
1951-07-03,21.23,21.23,21.23,21.23,1250000,0.62,1336500.0
1951-07-05,21.64,21.64,21.64,21.64,1410000,1.93,1347000.0
1951-07-06,21.64,21.64,21.64,21.64,1170000,0.0,1338500.0
1951-07-09,21.73,21.73,21.73,21.73,1110000,0.42,1344000.0
1951-07-10,21.63,21.63,21.63,21.63,990000,-0.46,1332500.0
1951-07-11,21.68,21.68,21.68,21.68,970000,0.23,1321000.0
1951-07-12,21.8,21.8,21.8,21.8,1050000,0.55,1320500.0
1951-07-13,21.98,21.98,21.98,21.98,1320000,0.83,1321500.0
1951-07-16,21.73,21.73,21.73,21.73,1200000,-1.14,1313000.0
1951-07-17,21.92,21.92,21.92,21.92,1280000,0.87,1324500.0
1951-07-18,21.88,21.88,21.88,21.88,1370000,-0.18,1338000.0
1951-07-19,21.84,21.84,21.84,21.84,1120000,-0.18,1338000.0
1951-07-20,21.88,21.88,21.88,21.88,1390000,0.18,1352500.0
1951-07-23,22.1,22.1,22.1,22.1,1320000,1.01,1351500.0
1951-07-24,22.44,22.44,22.44,22.44,1740000,1.54,1316500.0
1951-07-25,22.32,22.32,22.32,22.32,1870000,-0.53,1347000.0
1951-07-26,22.47,22.47,22.47,22.47,1480000,0.67,1353000.0
1951-07-27,22.53,22.53,22.53,22.53,1450000,0.27,1328500.0
1951-07-30,22.63,22.63,22.63,22.63,1600000,0.44,1322000.0
1951-07-31,22.4,22.4,22.4,22.4,1550000,-1.02,1332000.0
1951-08-01,22.51,22.51,22.51,22.51,1680000,0.49,1353500.0
1951-08-02,22.82,22.82,22.82,22.82,2130000,1.38,1389500.0
1951-08-03,22.85,22.85,22.85,22.85,1570000,0.13,1409500.0
1951-08-06,23.01,23.01,23.01,23.01,1600000,0.7,1434000.0
1951-08-07,23.03,23.03,23.03,23.03,1810000,0.09,1475000.0
1951-08-08,22.93,22.93,22.93,22.93,1410000,-0.43,1497000.0
1951-08-09,22.84,22.84,22.84,22.84,1500000,-0.39,1519500.0
1951-08-10,22.79,22.79,22.79,22.79,1260000,-0.22,1516500.0
1951-08-13,22.8,22.8,22.8,22.8,1320000,0.04,1522500.0
1951-08-14,22.7,22.7,22.7,22.7,1180000,-0.44,1517500.0
1951-08-15,22.79,22.79,22.79,22.79,1340000,0.4,1516000.0
1951-08-16,22.87,22.87,22.87,22.87,1750000,0.35,1547500.0
1951-08-17,22.94,22.94,22.94,22.94,1620000,0.31,1559000.0
1951-08-20,22.93,22.93,22.93,22.93,1130000,-0.04,1549500.0
1951-08-21,22.83,22.83,22.83,22.83,1400000,-0.44,1532500.0
1951-08-22,22.75,22.75,22.75,22.75,1130000,-0.35,1495500.0
1951-08-23,22.9,22.9,22.9,22.9,1230000,0.66,1483000.0
1951-08-24,22.88,22.88,22.88,22.88,1210000,-0.09,1471000.0
1951-08-27,22.85,22.85,22.85,22.85,1080000,-0.13,1445000.0
1951-08-28,22.9,22.9,22.9,22.9,1280000,0.22,1431500.0
1951-08-29,23.08,23.08,23.08,23.08,1520000,0.79,1423500.0
1951-08-30,23.24,23.24,23.24,23.24,1950000,0.69,1414500.0
1951-08-31,23.28,23.28,23.28,23.28,1530000,0.17,1412500.0
1951-09-04,23.28,23.28,23.28,23.28,1520000,0.0,1408500.0
1951-09-05,23.42,23.42,23.42,23.42,1850000,0.6,1410500.0
1951-09-06,23.47,23.47,23.47,23.47,2150000,0.21,1447500.0
1951-09-07,23.53,23.53,23.53,23.53,1970000,0.26,1471000.0
1951-09-10,23.62,23.62,23.62,23.62,2190000,0.38,1517500.0
1951-09-11,23.5,23.5,23.5,23.5,2040000,-0.51,1553500.0
1951-09-12,23.6,23.6,23.6,23.6,2180000,0.43,1603500.0
1951-09-13,23.71,23.71,23.71,23.71,2350000,0.47,1654000.0
1951-09-14,23.69,23.69,23.69,23.69,2170000,-0.08,1675000.0
1951-09-17,23.62,23.62,23.62,23.62,1800000,-0.3,1684000.0
1951-09-18,23.59,23.59,23.59,23.59,2030000,-0.13,1729000.0
1951-09-19,23.59,23.59,23.59,23.59,2070000,0.0,1762500.0
1951-09-20,23.57,23.57,23.57,23.57,2100000,-0.08,1811000.0
1951-09-21,23.4,23.4,23.4,23.4,2180000,-0.72,1858500.0
1951-09-24,23.3,23.3,23.3,23.3,1630000,-0.43,1879500.0
1951-09-25,23.38,23.38,23.38,23.38,1740000,0.34,1912500.0
1951-09-26,23.4,23.4,23.4,23.4,1520000,0.09,1924500.0
1951-09-27,23.27,23.27,23.27,23.27,1540000,-0.56,1925500.0
1951-09-28,23.26,23.26,23.26,23.26,1390000,-0.04,1897500.0
1951-10-01,23.47,23.47,23.47,23.47,1330000,0.9,1887500.0
1951-10-02,23.64,23.64,23.64,23.64,1870000,0.72,1905000.0
1951-10-03,23.79,23.79,23.79,23.79,2780000,0.63,1951500.0
1951-10-04,23.72,23.72,23.72,23.72,1810000,-0.29,1934500.0
1951-10-05,23.78,23.78,23.78,23.78,2080000,0.25,1940000.0
1951-10-08,23.75,23.75,23.75,23.75,1860000,-0.13,1923500.0
1951-10-09,23.65,23.65,23.65,23.65,1750000,-0.42,1909000.0
1951-10-10,23.61,23.61,23.61,23.61,1320000,-0.17,1866000.0
1951-10-11,23.7,23.7,23.7,23.7,1760000,0.38,1836500.0
1951-10-15,23.85,23.85,23.85,23.85,1720000,0.63,1814000.0
1951-10-16,23.77,23.77,23.77,23.77,1730000,-0.34,1810500.0
1951-10-17,23.69,23.69,23.69,23.69,1460000,-0.34,1782000.0
1951-10-18,23.67,23.67,23.67,23.67,1450000,-0.08,1751000.0
1951-10-19,23.32,23.32,23.32,23.32,1990000,-1.48,1745500.0
1951-10-22,22.75,22.75,22.75,22.75,2690000,-2.44,1771000.0
1951-10-23,22.84,22.84,22.84,22.84,2110000,0.4,1795000.0
1951-10-24,23.03,23.03,23.03,23.03,1670000,0.83,1791500.0
1951-10-25,22.96,22.96,22.96,22.96,1360000,-0.3,1783500.0
1951-10-26,22.81,22.81,22.81,22.81,1710000,-0.65,1792000.0
1951-10-29,22.69,22.69,22.69,22.69,1780000,-0.53,1811500.0
1951-10-30,22.66,22.66,22.66,22.66,1530000,-0.13,1821500.0
1951-10-31,22.94,22.94,22.94,22.94,1490000,1.24,1802500.0
1951-11-01,23.1,23.1,23.1,23.1,1430000,0.7,1735000.0
1951-11-02,22.93,22.93,22.93,22.93,1230000,-0.74,1706000.0
1951-11-05,22.82,22.82,22.82,22.82,1130000,-0.48,1658500.0
1951-11-07,22.49,22.49,22.49,22.49,1490000,-1.45,1640000.0
1951-11-08,22.47,22.47,22.47,22.47,1410000,-0.09,1623000.0
1951-11-09,22.75,22.75,22.75,22.75,1470000,1.25,1630500.0
1951-11-13,22.79,22.79,22.79,22.79,1160000,0.18,1600500.0
1951-11-14,22.85,22.85,22.85,22.85,1220000,0.26,1575500.0
1951-11-15,22.84,22.84,22.84,22.84,1200000,-0.04,1549000.0
1951-11-16,22.82,22.82,22.82,22.82,1140000,-0.09,1533000.0
1951-11-19,22.73,22.73,22.73,22.73,1030000,-0.39,1512000.0
1951-11-20,22.68,22.68,22.68,22.68,1130000,-0.22,1469000.0
1951-11-21,22.64,22.64,22.64,22.64,1090000,-0.18,1389000.0
1951-11-23,22.4,22.4,22.4,22.4,1210000,-1.06,1344000.0
1951-11-26,22.43,22.43,22.43,22.43,1180000,0.13,1319500.0
1951-11-27,22.66,22.66,22.66,22.66,1310000,1.03,1317000.0
1951-11-28,22.61,22.61,22.61,22.61,1150000,-0.22,1289000.0
1951-11-29,22.67,22.67,22.67,22.67,1070000,0.27,1253500.0
1951-11-30,22.88,22.88,22.88,22.88,1530000,0.93,1253500.0
1951-12-03,23.01,23.01,23.01,23.01,1220000,0.57,1240000.0
1951-12-04,23.14,23.14,23.14,23.14,1280000,0.56,1232500.0
1951-12-05,23.07,23.07,23.07,23.07,1330000,-0.3,1237500.0
1951-12-06,23.34,23.34,23.34,23.34,1840000,1.17,1273000.0
1951-12-07,23.38,23.38,23.38,23.38,1990000,0.17,1298000.0
1951-12-10,23.42,23.42,23.42,23.42,1340000,0.17,1294500.0
1951-12-11,23.3,23.3,23.3,23.3,1360000,-0.51,1289000.0
1951-12-12,23.37,23.37,23.37,23.37,1280000,0.3,1295000.0
1951-12-13,23.39,23.39,23.39,23.39,1380000,0.09,1303000.0
1951-12-14,23.37,23.37,23.37,23.37,1360000,-0.09,1311000.0
1951-12-17,23.41,23.41,23.41,23.41,1220000,0.17,1315000.0
1951-12-18,23.49,23.49,23.49,23.49,1290000,0.34,1328000.0
1951-12-19,23.57,23.57,23.57,23.57,1510000,0.34,1347000.0
1951-12-20,23.57,23.57,23.57,23.57,1340000,0.0,1359500.0
1951-12-21,23.51,23.51,23.51,23.51,1250000,-0.25,1361500.0
1951-12-24,23.54,23.54,23.54,23.54,680000,0.13,1336500.0
1951-12-26,23.44,23.44,23.44,23.44,1520000,-0.42,1347000.0
1951-12-27,23.65,23.65,23.65,23.65,1460000,0.9,1362500.0
1951-12-28,23.69,23.69,23.69,23.69,1470000,0.17,1382500.0
1951-12-31,23.77,23.77,23.77,23.77,1440000,0.34,1378000.0
1952-01-02,23.8,23.8,23.8,23.8,1070000,0.13,1370500.0
1952-01-03,23.88,23.88,23.88,23.88,1220000,0.34,1367500.0
1952-01-04,23.92,23.92,23.92,23.92,1480000,0.17,1375000.0
1952-01-07,23.91,23.91,23.91,23.91,1540000,-0.04,1360000.0
1952-01-08,23.82,23.82,23.82,23.82,1390000,-0.38,1330000.0
1952-01-09,23.74,23.74,23.74,23.74,1370000,-0.34,1331500.0
1952-01-10,23.86,23.86,23.86,23.86,1520000,0.51,1339500.0
1952-01-11,23.98,23.98,23.98,23.98,1760000,0.5,1363500.0
1952-01-14,24.16,24.16,24.16,24.16,1510000,0.75,1370000.0
1952-01-15,24.06,24.06,24.06,24.06,1340000,-0.41,1369000.0
1952-01-16,24.09,24.09,24.09,24.09,1430000,0.12,1379500.0
1952-01-17,24.2,24.2,24.2,24.2,1590000,0.46,1394500.0
1952-01-18,24.25,24.25,24.25,24.25,1740000,0.21,1406000.0
1952-01-21,24.46,24.46,24.46,24.46,1730000,0.87,1425500.0
1952-01-22,24.66,24.66,24.66,24.66,1920000,0.82,1459000.0
1952-01-23,24.54,24.54,24.54,24.54,1680000,-0.49,1509000.0
1952-01-24,24.56,24.56,24.56,24.56,1570000,0.08,1511500.0
1952-01-25,24.55,24.55,24.55,24.55,1650000,-0.04,1521000.0
1952-01-28,24.61,24.61,24.61,24.61,1590000,0.24,1527000.0
1952-01-29,24.57,24.57,24.57,24.57,1730000,-0.16,1541500.0
1952-01-30,24.23,24.23,24.23,24.23,1880000,-1.38,1582000.0
1952-01-31,24.14,24.14,24.14,24.14,1810000,-0.37,1611500.0
1952-02-01,24.3,24.3,24.3,24.3,1350000,0.66,1605000.0
1952-02-04,24.12,24.12,24.12,24.12,1640000,-0.74,1610000.0
1952-02-05,24.11,24.11,24.11,24.11,1590000,-0.04,1620000.0
1952-02-06,24.18,24.18,24.18,24.18,1310000,0.29,1617000.0
1952-02-07,24.11,24.11,24.11,24.11,1170000,-0.29,1599500.0
1952-02-08,24.24,24.24,24.24,24.24,1350000,0.54,1579000.0
1952-02-11,24.11,24.11,24.11,24.11,1140000,-0.54,1560500.0
1952-02-13,23.92,23.92,23.92,23.92,1300000,-0.79,1558500.0
1952-02-14,23.87,23.87,23.87,23.87,1340000,-0.21,1554000.0
1952-02-15,23.86,23.86,23.86,23.86,1200000,-0.04,1534500.0
1952-02-18,23.74,23.74,23.74,23.74,1140000,-0.5,1504500.0
1952-02-19,23.36,23.36,23.36,23.36,1630000,-1.6,1499500.0
1952-02-20,23.09,23.09,23.09,23.09,1970000,-1.16,1502000.0
1952-02-21,23.16,23.16,23.16,23.16,1360000,0.3,1486000.0
1952-02-25,23.23,23.23,23.23,23.23,1200000,0.3,1467500.0
1952-02-26,23.15,23.15,23.15,23.15,1080000,-0.34,1439000.0
1952-02-27,23.18,23.18,23.18,23.18,1260000,0.13,1422500.0
1952-02-28,23.29,23.29,23.29,23.29,1150000,0.47,1393500.0
1952-02-29,23.26,23.26,23.26,23.26,1000000,-0.13,1349500.0
1952-03-03,23.29,23.29,23.29,23.29,1020000,0.13,1310000.0
1952-03-04,23.68,23.68,23.68,23.68,1570000,1.67,1321000.0
1952-03-05,23.71,23.71,23.71,23.71,1380000,0.13,1308000.0
1952-03-06,23.69,23.69,23.69,23.69,1210000,-0.08,1289000.0
1952-03-07,23.72,23.72,23.72,23.72,1410000,0.13,1294000.0
1952-03-10,23.6,23.6,23.6,23.6,1170000,-0.51,1294000.0
1952-03-11,23.62,23.62,23.62,23.62,1210000,0.08,1287000.0
1952-03-12,23.73,23.73,23.73,23.73,1310000,0.47,1295500.0
1952-03-13,23.75,23.75,23.75,23.75,1270000,0.08,1294000.0
1952-03-14,23.75,23.75,23.75,23.75,1350000,0.0,1294500.0
1952-03-17,23.92,23.92,23.92,23.92,1150000,0.72,1292000.0
1952-03-18,23.87,23.87,23.87,23.87,1170000,-0.21,1293500.0
1952-03-19,23.82,23.82,23.82,23.82,1090000,-0.21,1266500.0
1952-03-20,23.89,23.89,23.89,23.89,1240000,0.29,1230000.0
1952-03-21,23.93,23.93,23.93,23.93,1290000,0.17,1226500.0
1952-03-24,23.93,23.93,23.93,23.93,1040000,0.0,1218500.0
1952-03-25,23.79,23.79,23.79,23.79,1060000,-0.59,1217500.0
1952-03-26,23.78,23.78,23.78,23.78,1030000,-0.04,1206000.0
1952-03-27,23.99,23.99,23.99,23.99,1370000,0.88,1217000.0
1952-03-28,24.18,24.18,24.18,24.18,1560000,0.79,1245000.0
1952-03-31,24.37,24.37,24.37,24.37,1680000,0.79,1278000.0
1952-04-01,24.18,24.18,24.18,24.18,1720000,-0.78,1285500.0
1952-04-02,24.12,24.12,24.12,24.12,1260000,-0.25,1279500.0
1952-04-03,24.12,24.12,24.12,24.12,1280000,0.0,1283000.0
1952-04-04,24.02,24.02,24.02,24.02,1190000,-0.41,1272000.0
1952-04-07,23.8,23.8,23.8,23.8,1230000,-0.92,1275000.0
1952-04-08,23.91,23.91,23.91,23.91,1090000,0.46,1269000.0
1952-04-09,23.94,23.94,23.94,23.94,980000,0.13,1252500.0
1952-04-10,24.11,24.11,24.11,24.11,1130000,0.71,1245500.0
1952-04-14,23.95,23.95,23.95,23.95,1790000,-0.66,1267500.0
1952-04-15,23.65,23.65,23.65,23.65,1720000,-1.25,1296000.0
1952-04-16,23.58,23.58,23.58,23.58,1400000,-0.3,1307500.0
1952-04-17,23.41,23.41,23.41,23.41,1620000,-0.72,1334000.0
1952-04-18,23.5,23.5,23.5,23.5,1240000,0.38,1334000.0
1952-04-21,23.69,23.69,23.69,23.69,1110000,0.81,1325000.0
1952-04-22,23.58,23.58,23.58,23.58,1240000,-0.46,1335000.0
1952-04-23,23.48,23.48,23.48,23.48,1090000,-0.42,1336500.0
1952-04-24,23.43,23.43,23.43,23.43,1580000,-0.21,1364000.0
1952-04-25,23.54,23.54,23.54,23.54,1240000,0.47,1357500.0
1952-04-28,23.55,23.55,23.55,23.55,980000,0.04,1328500.0
1952-04-29,23.49,23.49,23.49,23.49,1170000,-0.25,1303000.0
1952-04-30,23.32,23.32,23.32,23.32,1000000,-0.72,1267000.0
1952-05-01,23.17,23.17,23.17,23.17,1400000,-0.64,1274000.0
1952-05-02,23.56,23.56,23.56,23.56,1300000,1.68,1275000.0
1952-05-05,23.66,23.66,23.66,23.66,860000,0.42,1258500.0
1952-05-06,23.67,23.67,23.67,23.67,1120000,0.04,1253000.0
1952-05-07,23.81,23.81,23.81,23.81,1120000,0.59,1254500.0
1952-05-08,23.86,23.86,23.86,23.86,1230000,0.21,1267000.0
1952-05-09,23.84,23.84,23.84,23.84,960000,-0.08,1258500.0
1952-05-12,23.75,23.75,23.75,23.75,800000,-0.38,1209000.0
1952-05-13,23.78,23.78,23.78,23.78,890000,0.13,1167500.0
1952-05-14,23.68,23.68,23.68,23.68,950000,-0.42,1145000.0
1952-05-15,23.6,23.6,23.6,23.6,1050000,-0.34,1116500.0
1952-05-16,23.56,23.56,23.56,23.56,910000,-0.17,1100000.0
1952-05-19,23.61,23.61,23.61,23.61,780000,0.21,1083500.0
1952-05-20,23.74,23.74,23.74,23.74,1150000,0.55,1079000.0
1952-05-21,23.78,23.78,23.78,23.78,1210000,0.17,1085000.0
1952-05-22,23.91,23.91,23.91,23.91,1360000,0.55,1074000.0
1952-05-23,23.89,23.89,23.89,23.89,1150000,-0.08,1069500.0
1952-05-26,23.94,23.94,23.94,23.94,940000,0.21,1067500.0
1952-05-27,23.88,23.88,23.88,23.88,1040000,-0.25,1061000.0
1952-05-28,23.84,23.84,23.84,23.84,1130000,-0.17,1067500.0
1952-05-29,23.86,23.86,23.86,23.86,1100000,0.08,1052500.0
1952-06-02,23.8,23.8,23.8,23.8,1190000,-0.25,1047000.0
1952-06-03,23.78,23.78,23.78,23.78,940000,-0.08,1051000.0
1952-06-04,23.95,23.95,23.95,23.95,1200000,0.71,1055000.0
1952-06-05,24.1,24.1,24.1,24.1,1410000,0.63,1069500.0
1952-06-06,24.26,24.26,24.26,24.26,1520000,0.66,1084000.0
1952-06-09,24.37,24.37,24.37,24.37,1270000,0.45,1099500.0
1952-06-10,24.23,24.23,24.23,24.23,1220000,-0.57,1120500.0
1952-06-11,24.31,24.31,24.31,24.31,1190000,0.33,1135500.0
1952-06-12,24.31,24.31,24.31,24.31,1370000,0.0,1156500.0
1952-06-13,24.37,24.37,24.37,24.37,1130000,0.25,1160500.0
1952-06-16,24.3,24.3,24.3,24.3,980000,-0.29,1164000.0
1952-06-17,24.33,24.33,24.33,24.33,920000,0.12,1171000.0
1952-06-18,24.43,24.43,24.43,24.43,1270000,0.41,1177000.0
1952-06-19,24.51,24.51,24.51,24.51,1320000,0.33,1182500.0
1952-06-20,24.59,24.59,24.59,24.59,1190000,0.33,1174000.0
1952-06-23,24.56,24.56,24.56,24.56,1200000,-0.12,1176500.0
1952-06-24,24.6,24.6,24.6,24.6,1200000,0.16,1189500.0
1952-06-25,24.66,24.66,24.66,24.66,1230000,0.24,1199000.0
1952-06-26,24.75,24.75,24.75,24.75,1190000,0.36,1202000.0
1952-06-27,24.83,24.83,24.83,24.83,1210000,0.32,1207500.0
1952-06-30,24.96,24.96,24.96,24.96,1380000,0.52,1217000.0
1952-07-01,25.12,25.12,25.12,25.12,1450000,0.64,1242500.0
1952-07-02,25.06,25.06,25.06,25.06,1320000,-0.24,1248500.0
1952-07-03,25.05,25.05,25.05,25.05,1150000,-0.04,1235500.0
