date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
1997-06-17,89.4375,90.2344,88.9375,89.625,2048100,56.0926,-0.14,1547785.0
1997-06-18,89.125,89.625,88.9688,89.3125,1971900,55.897,-0.35,1558560.0
1997-06-19,89.6094,90.5,89.375,90.2344,2029900,56.474,1.03,1599655.0
1997-06-20,89.9375,90.3438,89.5,89.5781,1396900,56.2816,-0.34,1624120.0
1997-06-23,89.4063,89.9063,87.3438,87.4063,3991500,54.917,-2.42,1791475.0
1997-06-24,88.25,89.875,88.0,89.625,4895100,56.311,2.54,1959680.0
1997-06-25,89.4844,90.25,87.9375,89.0,4708900,55.9184,-0.7,2159290.0
1997-06-26,88.8438,89.625,87.6875,88.5625,2569900,55.6435,-0.49,2223650.0
1997-06-27,88.9688,89.7188,88.6875,88.9063,2617900,55.8595,0.39,2247380.0
1997-06-30,88.9063,89.4688,87.875,88.3125,2384900,55.4864,-0.67,2292670.0
1997-07-01,88.5,89.5625,88.3906,89.3438,1749000,56.1343,1.17,2302015.0
1997-07-02,89.5625,90.8125,89.2188,90.8125,1961800,57.0571,1.64,2346950.0
1997-07-03,91.875,92.1563,91.4688,92.0625,2539100,57.8425,1.38,2414865.0
1997-07-07,92.375,92.5,90.9063,91.125,1158600,57.2535,-1.02,2397240.0
1997-07-08,91.25,92.1875,91.1875,92.0781,3396500,57.8523,1.05,2475895.0
1997-07-09,92.3125,92.375,90.0313,91.0625,5390300,57.2142,-1.1,2684535.0
1997-07-10,91.125,91.8438,90.4844,91.4688,2072200,57.4695,0.45,2704455.0
1997-07-11,91.5938,92.187,91.375,91.7813,2260400,57.6658,0.34,2603810.0
1997-07-14,91.8906,92.3125,91.2188,92.0625,3186400,57.8425,0.31,2656485.0
1997-07-15,92.3125,92.7656,91.4688,92.5313,2983100,58.137,0.51,2765620.0
1997-07-16,93.125,94.0938,92.8906,93.75,2621300,58.9028,1.32,2794280.0
1997-07-17,93.625,93.8125,92.7813,93.2813,1794800,58.6082,-0.5,2785425.0
1997-07-18,93.0156,93.2188,91.0625,91.2969,3961900,57.3615,-2.13,2882025.0
1997-07-21,91.2813,91.5938,90.6875,91.3125,3810300,57.3713,0.02,3002695.0
1997-07-22,91.6875,93.7969,91.625,93.7344,4243400,58.8929,2.65,3015290.0
1997-07-23,93.9375,94.4844,93.5313,93.6563,3204300,58.8439,-0.08,2930750.0
1997-07-24,93.9375,94.2656,92.6875,94.0938,4152700,59.1187,0.47,2902940.0
1997-07-25,94.5625,94.8125,93.625,94.0313,2364800,59.0795,-0.07,2892685.0
1997-07-28,94.25,94.5625,93.5,93.9688,2794700,59.0402,-0.07,2901525.0
1997-07-29,93.625,94.4688,93.4219,94.2813,2737100,59.2365,0.33,2919135.0
1997-07-30,94.5,95.625,94.4063,95.4063,4839800,59.9434,1.19,3073675.0
1997-07-31,95.4063,96.0313,95.0313,95.3125,2138700,59.8845,-0.1,3082520.0
1997-08-01,95.5,95.7188,93.8125,94.9375,7077700,59.6489,-0.39,3309450.0
1997-08-04,94.7813,95.5469,94.4063,95.1875,2339500,59.8059,0.26,3368495.0
1997-08-05,95.0938,95.6875,94.9063,95.25,1467038,59.8452,0.07,3272021.9
1997-08-06,95.4375,96.5313,95.0625,96.0313,2478200,60.3361,0.82,3126416.9
1997-08-07,96.5,96.625,95.125,95.3125,3641900,59.8845,-0.75,3204901.9
1997-08-08,94.3125,94.75,92.4063,93.375,7167600,58.6671,-2.03,3450261.9
1997-08-11,93.75,94.2813,92.625,94.0625,6355900,59.0991,0.74,3608736.9
1997-08-12,94.2188,94.5469,92.4688,92.5625,6160800,58.1567,-1.59,3767621.9
1997-08-13,93.6875,93.8438,91.4688,92.2813,6982300,57.98,-0.3,3985671.9
1997-08-14,93.0938,93.3125,91.7188,92.625,3462700,58.1959,0.37,4069066.9
1997-08-15,92.125,92.125,89.625,89.7813,4907100,56.4092,-3.07,4116326.9
1997-08-18,90.375,91.7813,89.3438,91.7813,5638900,57.6658,2.23,4207756.9
1997-08-19,92.2188,92.9063,91.5313,92.8438,3802800,58.3334,1.16,4185726.9
1997-08-20,92.9375,94.3125,92.6094,94.25,3558200,59.2169,1.51,4203421.9
1997-08-21,94.125,94.25,92.0938,92.5938,5392600,58.1763,-1.76,4265416.9
1997-08-22,91.0,92.7344,90.5625,92.5625,7172900,58.1567,-0.03,4505821.9
1997-08-25,92.7813,93.4063,91.8438,92.2188,3888000,57.9407,-0.37,4560486.9
1997-08-26,92.0,92.5625,90.7031,90.8594,4290000,57.0866,-1.47,4638131.9
1997-08-27,91.0,91.9688,90.4063,91.4063,5484300,57.4302,0.6,4670356.9
1997-08-28,91.1875,91.9375,90.0,90.0156,4287900,56.5565,-1.52,4777816.9
1997-08-29,90.125,91.1094,89.7188,90.375,2652300,56.7823,0.4,4556546.9
1997-09-02,90.6875,93.3594,90.5938,93.3125,7294000,58.6279,3.25,4804271.9
1997-09-03,93.2969,94.0,92.75,92.8125,2812500,58.3137,-0.54,4871545.0
1997-09-04,93.0625,93.7188,92.75,93.4063,2473700,58.6868,0.64,4871320.0
1997-09-05,93.9688,94.4375,92.5938,93.1406,3663300,58.5199,-0.28,4872390.0
1997-09-08,93.7188,94.0,93.3125,93.5469,803500,58.7751,0.44,4554185.0
1997-09-09,93.2188,94.2813,92.9063,93.5938,1885200,58.8046,0.05,4330650.0
1997-09-10,93.125,93.5,91.6563,91.6563,3623700,57.5873,-2.07,4203795.0
1997-09-11,91.7813,91.9063,90.25,91.1875,7055900,57.2928,-0.51,4207475.0
1997-09-12,92.0,92.9688,90.9375,92.6563,6708000,58.2156,1.61,4369740.0
1997-09-15,92.6563,93.3125,92.1875,92.5,2060500,58.1174,-0.17,4227410.0
1997-09-16,93.3125,95.2813,93.0313,94.8125,6979000,59.5703,2.5,4294415.0
1997-09-17,95.375,95.5,94.5,94.8125,2220000,59.5703,0.0,4215275.0
1997-09-18,95.0,96.375,94.9688,95.2188,5045400,59.8256,0.43,4289635.0
1997-09-19,94.6563,95.3594,94.4063,95.0313,1566400,59.928,0.17,4098325.0
1997-09-22,95.5,96.2031,95.2188,95.5625,3259000,60.2631,0.56,3902630.0
1997-09-23,95.5625,95.7031,94.75,95.125,1872800,59.9872,-0.46,3801870.0
1997-09-24,95.375,96.1094,94.2813,94.3438,2793100,59.4945,-0.82,3727025.0
1997-09-25,94.25,94.75,93.625,93.6875,6327800,59.0807,-0.7,3769200.0
1997-09-26,94.4375,94.8125,94.1875,94.4688,3995800,59.5733,0.83,3754595.0
1997-09-29,94.5,95.5625,94.1563,95.375,2065000,60.1448,0.96,3725230.0
1997-09-30,95.0,95.6875,94.375,94.375,4137600,59.5142,-1.05,3567410.0
1997-10-01,95.25,95.8125,94.7813,95.625,3567500,60.3025,1.32,3605160.0
1997-10-02,95.5313,96.1875,95.3125,96.1563,2577500,60.6375,0.56,3610350.0
1997-10-03,97.4688,97.75,95.3438,96.6406,6499900,60.9429,0.5,3752180.0
1997-10-06,97.3125,97.6094,96.9063,97.2813,2272100,61.3469,0.66,3825610.0
1997-10-07,97.5313,98.5,97.2031,98.1875,1832800,61.9184,0.93,3822990.0
1997-10-08,98.3594,98.375,96.7344,97.5,4439400,61.4849,-0.7,3863775.0
1997-10-09,96.7813,97.6094,96.2188,97.1563,3607800,61.2681,-0.35,3691370.0
1997-10-10,96.3125,96.9844,96.25,96.875,2858100,61.0907,-0.29,3498875.0
1997-10-13,97.3438,97.5469,96.7188,96.9688,1760300,61.1499,0.1,3483865.0
1997-10-14,97.4688,97.5,96.1875,97.0,2235700,61.1696,0.03,3246700.0
1997-10-15,96.3125,97.0625,96.2813,96.7813,2601700,61.0316,-0.23,3265785.0
1997-10-16,97.3125,97.5,95.0,95.25,9488100,60.066,-1.58,3487920.0
1997-10-17,95.0156,95.375,93.0,94.2813,8151300,59.4551,-1.02,3817165.0
1997-10-20,94.8438,95.75,94.1563,95.625,3636400,60.3025,1.43,3836035.0
1997-10-21,96.2188,97.5,96.0313,97.4844,5225400,61.475,1.94,4003665.0
1997-10-22,97.3438,97.3906,96.5313,96.8438,4485200,61.071,-0.66,4088270.0
1997-10-23,94.9375,95.75,94.2813,94.9375,8054100,59.8689,-1.97,4174585.0
1997-10-24,96.1563,96.1563,93.6719,94.0,6778700,59.2777,-0.99,4313730.0
1997-10-27,93.0156,93.9375,86.8438,87.1875,10840700,54.9817,-7.25,4752515.0
1997-10-28,84.375,92.875,84.375,92.2188,19548000,58.1544,5.77,5523035.0
1997-10-29,92.5,93.75,91.2813,91.9688,10184200,57.9968,-0.27,5853870.0
1997-10-30,90.625,92.5625,89.75,89.9375,9772900,56.7159,-2.21,6213640.0
1997-10-31,91.8125,92.5,90.4375,92.0625,7072700,58.0559,2.36,6242280.0
1997-11-03,93.1875,94.375,92.875,94.0,5548500,59.2777,2.1,6406100.0
1997-11-04,93.875,94.4375,93.2813,94.0,3455700,59.2777,0.0,6487245.0
1997-11-05,94.1875,95.2813,93.8438,94.3125,4774900,59.4748,0.33,6504020.0
1997-11-06,94.0313,94.3438,93.5,93.9531,3679800,59.2482,-0.38,6507620.0
1997-11-07,92.375,93.25,91.4375,92.9375,10606800,58.6077,-1.08,6895055.0
1997-11-10,93.625,93.8438,92.0,92.375,4347900,58.253,-0.61,7024435.0
1997-11-11,92.6875,93.0625,92.0313,92.4063,3212400,58.2727,0.03,7073270.0
1997-11-12,91.625,92.7188,90.375,90.5,6775300,57.0706,-2.06,7281950.0
1997-11-13,91.4688,92.1563,90.0938,91.8125,8589600,57.8983,1.45,7237025.0
1997-11-14,92.3125,93.3906,91.6094,93.0625,5827900,58.6865,1.36,7120855.0
1997-11-17,94.375,95.3125,94.0313,94.7813,5149900,59.7704,1.85,7196530.0
1997-11-18,94.8125,95.0938,93.8906,94.1875,3433600,59.396,-0.63,7106940.0
1997-11-19,93.6875,95.0625,93.6875,94.6563,4387800,59.6916,0.5,7102070.0
1997-11-20,95.3125,96.5313,95.2813,96.0938,4822700,60.5981,1.52,6940500.0
1997-11-21,96.625,96.8125,95.6563,96.75,5436500,61.0119,0.68,6873390.0
1997-11-24,96.0,96.3438,94.625,95.0,4337200,59.9083,-1.81,6548215.0
1997-11-25,95.625,95.8125,94.6563,95.25,4525000,60.066,0.26,5797065.0
1997-11-26,95.875,95.9844,95.3125,95.5313,2681100,60.2434,0.3,5421910.0
1997-11-28,95.75,96.25,95.5938,95.625,1564700,60.3025,0.1,5011500.0
1997-12-01,96.2188,98.0938,96.0313,98.0938,4850900,61.8593,2.58,4900410.0
1997-12-02,97.6875,97.9844,97.25,97.5,1974900,61.4849,-0.61,4721730.0
1997-12-03,97.625,98.5313,96.875,97.7813,3302500,61.6622,0.29,4714070.0
1997-12-04,98.5,98.7188,97.375,97.6875,2872500,61.6031,-0.1,4618950.0
1997-12-05,97.375,99.0,97.125,98.9375,3458800,62.3914,1.28,4607900.0
1997-12-08,98.9688,99.0,98.25,98.6563,2289200,62.214,-0.28,4192020.0
1997-12-09,98.2188,98.5938,97.625,98.0625,1703000,61.8396,-0.6,4059775.0
1997-12-10,97.5625,97.8438,96.4688,97.2188,3558400,61.3075,-0.86,4077075.0
1997-12-11,96.3125,96.5938,95.3125,95.5625,5072800,60.2631,-1.7,3991950.0
1997-12-12,96.4375,96.5,94.9063,95.75,4478400,60.3813,0.2,3786390.0
1997-12-15,96.25,97.1094,95.875,96.7188,4674700,60.9922,1.01,3728730.0
1997-12-16,97.2188,97.8125,96.875,97.3125,2885800,61.3666,0.61,3615525.0
1997-12-17,97.8438,97.875,96.7031,96.8125,2236300,61.0513,-0.51,3555660.0
1997-12-18,96.9375,96.9375,95.2188,95.875,4658300,60.4601,-0.97,3569185.0
1997-12-19,94.5313,95.875,92.375,94.7813,8556000,60.0082,-0.75,3755850.0
1997-12-22,95.4375,95.9063,94.5625,95.3906,5136800,60.394,0.64,3740865.0
1997-12-23,95.4375,95.625,93.5313,93.6875,4436500,59.3158,-1.79,3745830.0
1997-12-24,94.4375,94.4375,93.25,93.4063,2019200,59.1377,-0.3,3620540.0
1997-12-26,94.125,94.125,93.4063,93.7813,941800,59.3751,0.4,3533575.0
1997-12-29,94.5938,95.7188,94.4375,95.625,2080000,60.5424,1.97,3559340.0
1997-12-30,95.9375,97.25,95.8438,97.125,3616000,61.4921,1.57,3497595.0
1997-12-31,96.875,97.625,96.6875,97.0625,4359500,61.4525,-0.06,3616825.0
1998-01-02,97.3125,97.6563,96.5313,97.5625,2360900,61.7691,0.52,3569745.0
1998-01-05,97.8438,98.4375,96.7813,97.7813,4191800,61.9076,0.22,3635710.0
1998-01-06,97.25,97.2813,96.1875,96.2188,3154900,60.9183,-1.6,3620515.0
1998-01-07,96.0938,96.7188,95.2188,96.4688,4424200,61.0766,0.26,3727265.0
1998-01-08,96.3125,96.3125,95.375,95.625,3831000,60.5424,-0.87,3833665.0
1998-01-09,95.25,95.5,91.9063,92.3125,10258800,58.4452,-3.46,4168685.0
1998-01-12,91.125,94.1875,90.9063,94.0,12097900,59.5136,1.83,4519940.0
1998-01-13,94.625,95.375,94.2188,95.3125,5224900,60.3446,1.4,4557265.0
1998-01-14,95.6875,95.9688,94.7188,95.75,3770400,60.6216,0.46,4512050.0
1998-01-15,95.5,95.75,94.8125,94.9531,2875400,60.117,-0.83,4511530.0
1998-01-16,96.25,96.6875,95.6563,96.3125,4374800,60.9777,1.43,4618455.0
1998-01-20,96.6875,98.0156,96.5,97.875,5091700,61.967,1.62,4640125.0
1998-01-21,97.2188,97.6875,96.1563,96.9375,4699400,61.3734,-0.96,4447295.0
1998-01-22,96.1563,96.875,95.875,96.0781,4543400,60.8293,-0.89,4417625.0
1998-01-23,96.5,96.7813,95.0,95.9375,6350300,60.7403,-0.15,4513315.0
1998-01-26,96.375,96.7344,95.4063,95.875,4362900,60.7007,-0.07,4630500.0
1998-01-27,95.8125,97.5,95.6563,96.8438,7044200,61.3141,1.01,4935620.0
1998-01-28,97.4063,98.1094,97.1875,97.7188,4268600,61.868,0.9,5045050.0
1998-01-29,97.8438,99.5625,97.5625,98.25,8007700,62.2044,0.54,5264635.0
1998-01-30,98.7813,98.9688,98.0,98.3125,3649100,62.244,0.06,5229115.0
1998-02-02,99.9063,100.5,99.75,99.9375,5756300,63.2728,1.65,5398885.0
1998-02-03,100.0,100.8125,99.7188,100.6875,2763000,63.7476,0.75,5327445.0
1998-02-04,100.2812,101.1562,99.9375,100.5625,3374000,63.6685,-0.12,5338400.0
1998-02-05,101.3125,101.5938,100.0312,100.5,5076200,63.6289,-0.06,5371000.0
1998-02-06,101.0,101.625,100.6875,101.625,5701200,64.3412,1.12,5464510.0
1998-02-09,101.7188,101.75,100.7188,101.2812,2322200,64.1235,-0.34,5067680.0
1998-02-10,101.4375,102.4688,101.1875,102.25,3660400,64.7369,0.96,4645805.0
1998-02-11,102.0938,102.3438,101.7031,102.1562,4073200,64.6775,-0.09,4588220.0
1998-02-12,101.7188,102.9375,100.875,102.5938,5024700,64.9545,0.43,4650935.0
1998-02-13,102.1875,102.5156,101.875,102.0,2101300,64.5786,-0.58,4612230.0
1998-02-17,102.8125,103.0938,102.1562,102.5,3055500,64.8952,0.49,4546265.0
1998-02-18,102.3125,103.4844,102.2812,103.4375,3007400,65.4887,0.91,4442050.0
1998-02-19,103.25,103.4062,102.75,102.8906,3387800,65.1425,-0.53,4376470.0
1998-02-20,103.0781,103.7188,102.375,103.6562,3707000,65.6272,0.74,4334650.0
1998-02-23,104.25,104.25,103.3438,104.0625,3227800,65.8844,0.39,4178525.0
1998-02-24,103.9062,104.0938,102.9375,103.25,3386800,65.37,-0.78,4129720.0
1998-02-25,103.75,104.875,103.625,104.5312,3481800,66.1812,1.24,3951600.0
1998-02-26,104.4375,105.2188,104.1875,105.125,3187600,66.5571,0.57,3897550.0
1998-02-27,104.9688,105.5312,104.5312,105.125,3442900,66.5571,0.0,3669310.0
1998-03-02,105.25,105.75,104.625,104.9062,4252300,66.4186,-0.21,3699470.0
1998-03-03,104.5312,105.625,104.5312,105.5,3349200,66.7945,0.57,3579115.0
1998-03-04,105.0938,105.4062,104.4375,104.8125,4404100,66.3593,-0.65,3661170.0
1998-03-05,103.5,104.4375,103.1562,103.8438,7268000,65.7459,-0.92,3855870.0
1998-03-06,104.5625,105.9375,104.4375,105.9375,6896300,67.0715,2.02,3946875.0
1998-03-09,105.5312,106.2188,105.25,105.5625,3362800,66.8341,-0.35,3829955.0
1998-03-10,106.2188,106.8438,105.9375,106.5625,5481900,67.4672,0.95,3987940.0
1998-03-11,106.9688,107.3125,106.7812,107.0625,3439600,67.7838,0.47,3976900.0
1998-03-12,107.0938,107.5938,106.5,107.5,3191300,68.0608,0.41,3932805.0
1998-03-13,107.8438,108.0,106.875,107.0938,2879400,67.8036,-0.38,3825540.0
1998-03-16,107.8438,108.375,107.5312,108.25,3223600,68.5356,1.08,3881655.0
1998-03-17,108.3125,108.5625,107.6562,108.5625,4581900,68.7335,0.29,3957975.0
1998-03-18,108.25,108.9688,108.0312,108.9688,1944100,68.9907,0.37,3904810.0
1998-03-19,108.9688,109.375,108.6562,109.25,2554800,69.1687,0.26,3863160.0
1998-03-20,109.5625,110.1875,108.875,109.875,3123300,69.7624,0.86,3833975.0
1998-03-23,109.7188,110.3125,109.4062,109.625,4453100,69.6037,-0.23,3895240.0
1998-03-24,110.0625,110.8125,109.9375,110.5625,3333600,70.1989,0.86,3892580.0
1998-03-25,111.4062,111.5312,109.1875,110.1562,4597600,69.9409,-0.37,3948370.0
1998-03-26,109.875,110.75,109.625,110.0938,3333500,69.9013,-0.06,3955665.0
1998-03-27,110.75,110.7812,109.0,109.625,2611300,69.6037,-0.43,3914085.0
1998-03-30,109.625,110.0938,108.9688,109.5625,3108700,69.564,-0.06,3856905.0
1998-03-31,110.1562,111.1875,109.75,109.9375,5926500,69.8021,0.34,3985770.0
1998-04-01,110.3125,111.0781,109.4062,110.8281,2929000,70.3675,0.81,3912015.0
1998-04-02,110.9375,112.25,110.75,112.0312,3920900,71.1314,1.09,3744660.0
1998-04-03,112.3438,112.8125,111.8438,112.5938,3787600,71.4886,0.5,3589225.0
1998-04-06,113.25,113.375,111.6875,111.6875,4550500,70.9132,-0.8,3648610.0
1998-04-07,111.75,111.9375,110.1562,110.9375,5583700,70.437,-0.67,3653700.0
1998-04-08,111.2188,111.2812,109.75,110.3125,4854800,70.0402,-0.56,3724460.0
1998-04-09,110.5625,111.2812,110.5312,111.1875,4481200,70.5957,0.79,3788955.0
1998-04-13,111.375,111.375,110.0,110.875,4350200,70.3973,-0.28,3862495.0
1998-04-14,111.125,111.8125,110.9062,111.8125,3279100,70.9926,0.85,3865270.0
1998-04-15,111.9688,112.125,111.1562,112.125,3867200,71.191,0.28,3829535.0
1998-04-16,111.3125,111.5,110.5,110.8125,7177900,70.3576,-1.17,4091225.0
1998-04-17,110.7188,112.4375,110.4375,112.2812,5688800,71.2902,1.33,4247925.0
1998-04-20,112.0,112.5625,111.875,112.25,3688300,71.2703,-0.03,4276175.0
1998-04-21,112.4375,113.1562,111.9062,112.7812,4573200,71.6076,0.47,4282180.0
1998-04-22,112.875,113.4375,112.8125,113.0938,2386100,71.8061,0.28,4234805.0
1998-04-23,112.625,113.0,111.75,112.0,5062000,71.1116,-0.97,4258025.0
1998-04-24,111.75,112.4688,110.3438,110.8125,11039700,70.3576,-1.06,4643335.0
1998-04-27,109.375,109.6875,107.625,108.7188,14510200,69.0283,-1.89,5238280.0
1998-04-28,109.7812,109.8125,108.125,108.5625,6511400,68.9291,-0.14,5408415.0
1998-04-29,109.0312,109.9688,108.4375,109.3125,7703100,69.4052,0.69,5497245.0
1998-04-30,110.5625,111.9219,110.4062,111.3438,8684500,70.695,1.86,5785020.0
1998-05-01,111.75,112.5938,111.3125,112.5938,4008800,71.4886,1.12,5789415.0
1998-05-04,112.7188,113.3125,112.1562,112.3125,4537200,71.31,-0.25,5826895.0
1998-05-05,112.0,112.1562,111.125,111.5312,5146400,70.814,-0.7,5856690.0
1998-05-06,112.125,112.125,110.1875,110.2188,5526100,69.9807,-1.18,5853810.0
1998-05-07,110.5,110.5625,109.3438,109.3438,6940400,69.4251,-0.79,5958090.0
1998-05-08,110.0,111.375,110.0,111.125,7951000,70.5561,1.63,6131580.0
1998-05-11,111.5625,112.2188,110.375,110.75,6336300,70.318,-0.34,6230885.0
1998-05-12,110.8125,111.9688,110.3438,111.9375,6045200,71.0719,1.07,6369190.0
1998-05-13,112.0625,112.5625,111.5938,112.2188,4441500,71.2505,0.25,6397905.0
1998-05-14,111.5312,112.6875,111.3438,111.6562,4187500,70.8933,-0.5,6248385.0
1998-05-15,112.0,112.2188,110.8125,111.0312,6716100,70.4965,-0.56,6299750.0
1998-05-18,110.7188,111.5938,109.8281,110.5938,4847200,70.2188,-0.39,6357695.0
1998-05-19,111.0,111.6875,110.7812,111.3438,5918700,70.695,0.68,6424970.0
1998-05-20,112.0938,112.5,110.875,112.4062,5716600,71.3695,0.95,6591495.0
1998-05-21,112.375,112.7812,111.3125,111.6875,6301500,70.9132,-0.64,6653470.0
1998-05-22,111.75,112.0625,110.9375,111.25,4862200,70.6354,-0.39,6344595.0
1998-05-26,112.0938,112.0938,109.1875,109.4688,6899300,69.5045,-1.6,5964050.0
1998-05-27,109.3125,109.9062,107.5781,109.625,10202600,69.6037,0.14,6148610.0
1998-05-28,109.875,110.375,109.0625,110.125,4907600,69.9211,0.46,6008835.0
1998-05-29,110.625,110.8125,109.0312,109.0312,4772600,69.2266,-0.99,5813240.0
1998-06-01,108.9688,110.2188,108.5625,109.5312,6092200,69.5441,0.46,5917410.0
1998-06-02,110.0,110.3438,109.1562,109.625,6701100,69.6037,0.09,6025605.0
1998-06-03,109.875,110.1875,107.875,107.875,6445100,68.4925,-1.6,6090540.0
1998-06-04,108.25,110.0625,108.0625,109.875,6566300,69.7624,1.85,6142550.0
1998-06-05,110.375,112.0,109.875,112.0,8463200,71.1116,1.93,6218690.0
1998-06-08,111.9375,112.4688,111.6562,111.875,4159900,71.0322,-0.11,6029135.0
1998-06-09,111.7188,112.4219,111.4062,112.2188,2725300,71.2505,0.31,5848585.0
1998-06-10,111.625,113.0625,111.25,111.5,6186900,70.7941,-0.64,5855670.0
1998-06-11,111.4375,111.875,109.375,109.4062,8056600,69.4647,-1.88,6036425.0
1998-06-12,109.875,110.4375,108.25,110.4375,9779000,70.1195,0.94,6316000.0
1998-06-15,108.8125,109.9062,107.5,107.5312,10234200,68.2743,-2.63,6491905.0
1998-06-16,108.4062,109.2188,107.75,109.1875,7471500,69.3259,1.54,6623120.0
1998-06-17,110.1562,111.7812,109.9375,111.4688,12057700,70.7743,2.09,6930070.0
1998-06-18,111.1875,111.4375,110.75,110.9688,3844600,70.4569,-0.45,6836470.0
1998-06-19,111.0625,111.2344,109.625,110.0625,3549100,70.1025,-0.5,6698850.0
1998-06-22,110.25,111.0625,110.0625,110.5938,5438300,70.441,0.48,6727655.0
1998-06-23,111.0938,112.0625,111.0,111.9062,5004600,71.2769,1.19,6632920.0
1998-06-24,112.1562,113.6875,111.6094,113.4062,8291900,72.2323,1.34,6537385.0
1998-06-25,113.9062,114.4375,112.8125,113.2188,5854800,72.1129,-0.17,6584745.0
1998-06-26,113.3125,113.8438,113.125,113.6875,4833100,72.4114,0.41,6587770.0
1998-06-29,114.25,114.6875,113.7969,114.0938,5953400,72.6702,0.36,6580830.0
1998-06-30,113.9062,114.1875,113.0625,113.3125,4284800,72.1726,-0.68,6460015.0
1998-07-01,114.0625,114.9375,113.625,114.625,3489500,73.0086,1.16,6312235.0
1998-07-02,114.7188,114.875,114.25,114.8438,3503900,73.1479,0.19,6159115.0
1998-07-06,114.7812,116.0,114.5625,116.0,3144400,73.8843,1.01,5893175.0
1998-07-07,115.9844,116.125,115.2812,115.7812,4920700,73.745,-0.19,5931215.0
1998-07-08,115.875,116.9375,115.75,116.625,6875000,74.2824,0.73,6138700.0
1998-07-09,116.2812,116.7188,115.625,115.8438,6942500,73.7849,-0.67,6176480.0
1998-07-10,116.0312,116.9375,115.0625,116.4688,7849700,74.1829,0.54,6166135.0
1998-07-13,116.5625,116.8438,116.0625,116.5,6555100,74.2028,0.03,6004940.0
1998-07-14,116.9375,118.1562,116.9375,117.8125,6983600,75.0388,1.13,5842410.0
1998-07-15,118.0625,118.2812,117.5312,117.5938,4977500,74.8995,-0.19,5717710.0
1998-07-16,117.6875,118.5938,117.0625,118.4062,6315600,75.4169,0.69,5430605.0
1998-07-17,118.625,119.0,118.3125,118.5625,3539500,75.5165,0.13,5415350.0
1998-07-20,118.75,119.2344,117.9375,118.5625,2338400,75.5165,0.0,5354815.0
1998-07-21,119.0,119.0,116.2812,116.5,5518600,74.2028,-1.74,5358830.0
1998-07-22,116.3438,116.9844,115.5312,116.5,10417300,74.2028,0.0,5629465.0
1998-07-23,116.3125,116.5938,113.9062,114.1875,15110900,72.7299,-1.98,5970415.0
1998-07-24,114.9688,115.0938,112.875,114.0938,11540500,72.6702,-0.08,6254700.0
1998-07-27,113.625,115.0,112.8438,114.9062,9600000,73.1877,0.71,6493045.0
1998-07-28,114.4375,114.6562,111.875,112.9688,13693000,71.9537,-1.69,6880025.0
1998-07-29,113.7188,114.125,112.25,112.5312,7462400,71.6749,-0.39,7038905.0
1998-07-30,113.625,114.5938,113.4062,114.2188,6821600,72.7498,1.5,7205510.0
1998-07-31,114.3438,114.5,111.3125,111.7812,7680500,71.1972,-2.13,7414340.0
1998-08-03,111.7812,112.4219,111.0312,111.3125,10486500,70.8987,-0.42,7781445.0
1998-08-04,112.2188,112.2188,107.0,107.0,15091600,68.1519,-3.87,8289990.0
1998-08-05,107.9375,108.875,105.5938,108.4688,21718400,69.0875,1.37,9032160.0
1998-08-06,108.125,109.5,107.5625,108.9375,13084400,69.386,0.43,9339255.0
1998-08-07,109.6875,110.5938,108.4688,109.125,12083800,69.5054,0.17,9550960.0
1998-08-10,108.75,109.6562,108.1875,108.5,6273000,69.1073,-0.57,9536855.0
1998-08-11,106.7812,107.4375,105.5,106.875,14287100,68.0723,-1.5,9902030.0
1998-08-12,107.75,108.875,107.5,108.6875,11158400,69.2268,1.7,10211075.0
1998-08-13,108.8125,109.6562,107.375,107.375,9073900,68.3908,-1.21,10348990.0
1998-08-14,108.3438,108.7188,105.7812,106.125,8628500,67.5946,-1.16,10603440.0
1998-08-17,106.0,108.9375,105.5,108.375,11290000,69.0277,2.12,11051020.0
1998-08-18,109.0,110.5938,108.7812,110.375,7603900,70.3016,1.85,11155285.0
1998-08-19,111.0938,111.0938,109.625,110.0938,6258600,70.1225,-0.25,10947350.0
1998-08-20,109.6875,110.4062,109.1562,109.4375,7402800,69.7045,-0.6,10561945.0
1998-08-21,108.1875,108.7188,105.5,108.5625,16685400,69.1471,-0.8,10819190.0
1998-08-24,109.25,109.9375,108.3125,109.25,7201700,69.585,0.63,10699275.0
1998-08-25,110.375,111.25,108.6406,109.5,9688300,69.7443,0.23,10499040.0
1998-08-26,108.2812,109.625,107.75,108.875,9339700,69.3462,-0.57,10592905.0
1998-08-27,107.0,107.5625,103.4688,103.75,24887801,66.0819,-4.71,11496215.05
1998-08-28,104.9688,105.7188,102.1562,103.375,23735900,65.8431,-0.36,12298985.05
1998-08-31,103.75,104.0156,95.0,96.0,22563100,61.1457,-7.13,12902815.05
1998-09-01,96.0625,100.5625,93.625,100.0625,24748500,63.7332,4.23,13385660.05
1998-09-02,99.8125,101.75,98.7813,99.3438,13843200,63.2754,-0.72,12991900.05
1998-09-03,97.625,99.375,96.75,98.5625,17311301,62.7778,-0.79,13203245.1
1998-09-04,99.4375,99.8125,95.75,97.75,17783801,62.2603,-0.82,13488245.15
