date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
1993-03-24,44.8125,45.0625,44.5938,44.875,37200,25.5877,0.0,133180.0
1993-03-25,44.9063,45.25,44.8438,45.1563,110100,25.7481,0.63,136460.0
1993-03-26,45.125,45.1563,44.875,44.9063,101500,25.6055,-0.55,138225.0
1993-03-29,44.9375,45.3125,44.9375,45.0938,87100,25.7124,0.42,139255.0
1993-03-30,45.1563,45.2188,45.0938,45.2188,56000,25.7837,0.28,132935.0
1993-03-31,45.3438,45.4688,45.1875,45.1875,111600,25.7659,-0.07,124510.0
1993-04-01,45.25,45.25,44.9375,45.0313,129500,25.6768,-0.35,126510.0
1993-04-02,44.6563,44.6563,44.0938,44.0938,59400,25.1422,-2.08,127480.0
1993-04-05,44.4375,44.4375,44.1875,44.3125,172200,25.267,0.5,133550.0
1993-04-06,44.4063,44.4063,44.0625,44.1875,129700,25.1957,-0.28,131570.0
1993-04-07,44.25,44.3438,44.1563,44.3438,28000,25.2848,0.35,123250.0
